date,order_id,product,channel,amount,is_repeat
2025-12-02,ord_1107,Espresso Cup Pair,instagram,46.42,0
2025-12-02,ord_1108,Planter,instagram,53.42,0
2025-12-02,ord_1109,Espresso Cup Pair,unknown,49.09,0
2025-12-02,ord_1110,Butter Dish,unknown,31.46,0
2025-12-02,ord_1111,Sunset Mug,instagram,35.04,1
2025-12-02,ord_1112,Planter,instagram,46.84,0
2025-12-02,ord_1113,Speckled Bowl,referral,58.47,1
2025-12-02,ord_1114,Ridge Vase,instagram,56.42,1
2025-12-02,ord_1115,Planter,direct,49.09,1
2025-12-02,ord_1116,Ridge Vase,instagram,82.46,0
2025-12-02,ord_1117,Dinner Plate Set,direct,159.05,0
2025-12-02,ord_1118,Speckled Bowl,instagram,54.37,1
2025-12-03,ord_1119,Espresso Cup Pair,referral,51.07,0
2025-12-03,ord_1120,Sunset Mug,direct,37.06,1
2025-12-03,ord_1121,Dinner Plate Set,direct,143.65,0
2025-12-03,ord_1122,Sunset Mug,unknown,34.32,0
2025-12-03,ord_1123,Espresso Cup Pair,direct,47.7,1
2025-12-03,ord_1124,Serving Platter,instagram,92.22,1
2025-12-03,ord_1125,Espresso Cup Pair,referral,42.64,1
2025-12-03,ord_1126,Butter Dish,referral,35.06,0
2025-12-03,ord_1127,Speckled Bowl,instagram,43.76,1
2025-12-03,ord_1128,Ridge Vase,instagram,70.97,1
2025-12-03,ord_1129,Planter,instagram,52.08,1
2025-12-03,ord_1130,Speckled Bowl,direct,41.55,0
2025-12-03,ord_1131,Sunset Mug,referral,34.6,1
2025-12-03,ord_1132,Planter,direct,47.59,0
2025-12-03,ord_1133,Speckled Bowl,instagram,58.26,0
2025-12-03,ord_1134,Ridge Vase,instagram,60.46,0
2025-12-03,ord_1135,Espresso Cup Pair,direct,52.12,1
2025-12-03,ord_1136,Ridge Vase,direct,66.95,0
2025-12-03,ord_1137,Speckled Bowl,instagram,58.43,0
2025-12-03,ord_1138,Dinner Plate Set,direct,137.23,0
2025-12-03,ord_1139,Espresso Cup Pair,unknown,42.75,1
2025-12-03,ord_1140,Dinner Plate Set,direct,114.7,0
2025-12-03,ord_1141,Speckled Bowl,instagram,54.77,1
2025-12-03,ord_1142,Ridge Vase,instagram,53.55,0
2025-12-03,ord_1143,Speckled Bowl,direct,58.42,0
2025-12-03,ord_1144,Serving Platter,instagram,88.52,0
2025-12-03,ord_1145,Sunset Mug,instagram,45.82,0
2025-12-03,ord_1146,Butter Dish,direct,38.82,0
2025-12-03,ord_1147,Serving Platter,direct,87.18,0
2025-12-03,ord_1148,Speckled Bowl,referral,47.49,1
2025-12-03,ord_1149,Speckled Bowl,referral,54.19,0
2025-12-03,ord_1150,Butter Dish,direct,30.45,0
2025-12-03,ord_1151,Dinner Plate Set,direct,143.86,0
2025-12-03,ord_1152,Serving Platter,instagram,117.52,0
2025-12-03,ord_1153,Ridge Vase,referral,68.69,1
2025-12-03,ord_1154,Sunset Mug,referral,41.54,0
2025-12-03,ord_1155,Speckled Bowl,direct,47.08,0
2025-12-03,ord_1156,Serving Platter,referral,114.55,0
2025-12-03,ord_1157,Butter Dish,referral,42.0,1
2025-12-03,ord_1158,Dinner Plate Set,instagram,157.95,0
2025-12-03,ord_1159,Dinner Plate Set,instagram,103.41,1
2025-12-03,ord_1160,Butter Dish,instagram,34.49,1
2025-12-03,ord_1161,Sunset Mug,instagram,48.33,1
2025-12-03,ord_1162,Planter,instagram,49.6,0
2025-12-03,ord_1163,Dinner Plate Set,referral,142.25,0
2025-12-03,ord_1164,Sunset Mug,instagram,49.62,0
2025-12-03,ord_1165,Butter Dish,instagram,30.54,0
2025-12-03,ord_1166,Sunset Mug,instagram,49.3,0
2025-12-03,ord_1167,Dinner Plate Set,direct,149.86,0
2025-12-03,ord_1168,Sunset Mug,direct,39.65,0
2025-12-03,ord_1169,Sunset Mug,referral,49.8,0
2025-12-03,ord_1170,Butter Dish,referral,35.25,0
2025-12-03,ord_1171,Sunset Mug,instagram,50.49,0
2025-12-03,ord_1172,Espresso Cup Pair,instagram,48.47,0
2025-12-03,ord_1173,Ridge Vase,instagram,70.15,0
2025-12-03,ord_1174,Ridge Vase,instagram,65.11,0
2025-12-03,ord_1175,Sunset Mug,direct,48.48,0
2025-12-04,ord_1176,Sunset Mug,instagram,39.56,0
2025-12-04,ord_1177,Serving Platter,referral,86.51,1
2025-12-04,ord_1178,Ridge Vase,instagram,71.29,0
2025-12-04,ord_1179,Sunset Mug,unknown,33.75,0
2025-12-04,ord_1180,Planter,direct,56.49,1
2025-12-04,ord_1181,Butter Dish,direct,42.97,1
2025-12-04,ord_1182,Speckled Bowl,direct,38.24,0
2025-12-04,ord_1183,Espresso Cup Pair,direct,50.14,0
2025-12-04,ord_1184,Espresso Cup Pair,direct,53.67,0
2025-12-04,ord_1185,Espresso Cup Pair,instagram,54.03,0
2025-12-04,ord_1186,Speckled Bowl,unknown,50.93,0
2025-12-04,ord_1187,Speckled Bowl,instagram,59.14,0
2025-12-04,ord_1188,Sunset Mug,unknown,42.44,0
2025-12-04,ord_1189,Serving Platter,direct,114.22,1
2025-12-04,ord_1190,Sunset Mug,direct,38.36,0
2025-12-04,ord_1191,Butter Dish,direct,36.83,0
2025-12-04,ord_1192,Butter Dish,unknown,30.78,0
2025-12-04,ord_1193,Espresso Cup Pair,referral,38.66,0
2025-12-04,ord_1194,Butter Dish,instagram,29.63,0
2025-12-04,ord_1195,Dinner Plate Set,instagram,142.3,1
2025-12-04,ord_1196,Sunset Mug,instagram,40.56,0
2025-12-04,ord_1197,Serving Platter,instagram,94.12,1
2025-12-04,ord_1198,Dinner Plate Set,instagram,115.32,0
2025-12-04,ord_1199,Speckled Bowl,instagram,42.13,0
2025-12-04,ord_1200,Ridge Vase,instagram,64.51,0
2025-12-04,ord_1201,Ridge Vase,direct,77.79,0
2025-12-04,ord_1202,Espresso Cup Pair,direct,42.91,0
2025-12-04,ord_1203,Planter,unknown,52.02,0
2025-12-04,ord_1204,Speckled Bowl,referral,44.92,0
2025-12-04,ord_1205,Speckled Bowl,instagram,55.19,0
2025-12-04,ord_1206,Espresso Cup Pair,unknown,43.61,0
2025-12-04,ord_1207,Speckled Bowl,instagram,48.99,0
2025-12-04,ord_1208,Planter,unknown,59.87,0
2025-12-04,ord_1209,Speckled Bowl,direct,43.62,1
2025-12-04,ord_1210,Sunset Mug,instagram,34.49,1
2025-12-04,ord_1211,Ridge Vase,instagram,74.09,1
2025-12-04,ord_1212,Espresso Cup Pair,instagram,45.54,0
2025-12-04,ord_1213,Serving Platter,instagram,87.14,1
2025-12-04,ord_1214,Espresso Cup Pair,direct,41.02,0
2025-12-04,ord_1215,Espresso Cup Pair,direct,53.32,0
2025-12-04,ord_1216,Sunset Mug,referral,39.7,0
2025-12-04,ord_1217,Butter Dish,direct,37.93,0
2025-12-04,ord_1218,Speckled Bowl,instagram,51.8,1
2025-12-04,ord_1219,Sunset Mug,direct,40.4,0
2025-12-04,ord_1220,Butter Dish,instagram,36.82,0
2025-12-04,ord_1221,Speckled Bowl,unknown,45.48,1
2025-12-04,ord_1222,Sunset Mug,direct,48.79,1
2025-12-04,ord_1223,Speckled Bowl,instagram,58.71,0
2025-12-04,ord_1224,Espresso Cup Pair,referral,40.61,0
2025-12-04,ord_1225,Sunset Mug,referral,48.76,1
2025-12-04,ord_1226,Butter Dish,direct,41.69,1
2025-12-04,ord_1227,Sunset Mug,referral,42.71,0
2025-12-04,ord_1228,Dinner Plate Set,direct,139.51,1
2025-12-04,ord_1229,Planter,instagram,59.57,0
2025-12-04,ord_1230,Espresso Cup Pair,unknown,54.77,0
2025-12-04,ord_1231,Butter Dish,direct,33.38,0
2025-12-04,ord_1232,Dinner Plate Set,instagram,143.94,0
2025-12-04,ord_1233,Butter Dish,unknown,31.5,0
2025-12-04,ord_1234,Speckled Bowl,referral,49.04,0
2025-12-04,ord_1235,Butter Dish,unknown,33.09,0
2025-12-04,ord_1236,Serving Platter,referral,83.93,0
2025-12-04,ord_1237,Speckled Bowl,instagram,40.88,1
2025-12-04,ord_1238,Ridge Vase,instagram,79.0,1
2025-12-04,ord_1239,Sunset Mug,direct,43.84,0
2025-12-04,ord_1240,Espresso Cup Pair,referral,52.62,0
2025-12-04,ord_1241,Sunset Mug,instagram,39.7,0
2025-12-04,ord_1242,Ridge Vase,direct,71.66,0
2025-12-04,ord_1243,Speckled Bowl,instagram,37.99,1
2025-12-04,ord_1244,Dinner Plate Set,instagram,140.96,0
2025-12-04,ord_1245,Espresso Cup Pair,unknown,53.26,0
2025-12-04,ord_1246,Butter Dish,direct,32.03,1
2025-12-04,ord_1247,Sunset Mug,instagram,44.68,1
2025-12-04,ord_1248,Espresso Cup Pair,referral,51.54,1
2025-12-05,ord_1249,Espresso Cup Pair,referral,37.96,0
2025-12-05,ord_1250,Butter Dish,direct,42.4,0
2025-12-05,ord_1251,Sunset Mug,direct,44.05,1
2025-12-05,ord_1252,Sunset Mug,direct,32.48,1
2025-12-05,ord_1253,Espresso Cup Pair,instagram,51.73,1
2025-12-05,ord_1254,Espresso Cup Pair,direct,47.6,0
2025-12-05,ord_1255,Espresso Cup Pair,unknown,55.1,1
2025-12-05,ord_1256,Dinner Plate Set,instagram,114.6,0
2025-12-05,ord_1257,Butter Dish,instagram,34.68,0
2025-12-05,ord_1258,Sunset Mug,direct,50.09,1
2025-12-05,ord_1259,Ridge Vase,instagram,77.51,0
2025-12-05,ord_1260,Speckled Bowl,instagram,46.87,0
2025-12-05,ord_1261,Ridge Vase,instagram,80.34,0
2025-12-05,ord_1262,Ridge Vase,unknown,58.09,0
2025-12-05,ord_1263,Speckled Bowl,direct,48.36,1
2025-12-05,ord_1264,Espresso Cup Pair,direct,51.66,0
2025-12-05,ord_1265,Ridge Vase,direct,56.76,0
2025-12-05,ord_1266,Dinner Plate Set,referral,161.39,0
2025-12-05,ord_1267,Dinner Plate Set,instagram,148.87,1
2025-12-05,ord_1268,Speckled Bowl,referral,50.94,0
2025-12-05,ord_1269,Dinner Plate Set,instagram,151.97,0
2025-12-05,ord_1270,Sunset Mug,unknown,45.08,0
2025-12-05,ord_1271,Espresso Cup Pair,direct,38.12,1
2025-12-05,ord_1272,Speckled Bowl,direct,54.68,0
2025-12-05,ord_1273,Dinner Plate Set,instagram,122.56,0
2025-12-05,ord_1274,Espresso Cup Pair,instagram,36.82,0
2025-12-05,ord_1275,Butter Dish,unknown,44.52,0
2025-12-05,ord_1276,Planter,instagram,41.67,0
2025-12-05,ord_1277,Planter,instagram,61.31,1
2025-12-05,ord_1278,Butter Dish,instagram,45.82,0
2025-12-05,ord_1279,Speckled Bowl,instagram,38.26,0
2025-12-05,ord_1280,Ridge Vase,unknown,74.07,0
2025-12-05,ord_1281,Speckled Bowl,instagram,46.88,0
2025-12-05,ord_1282,Sunset Mug,direct,48.58,0
2025-12-05,ord_1283,Serving Platter,instagram,82.39,1
2025-12-05,ord_1284,Espresso Cup Pair,instagram,41.54,0
2025-12-05,ord_1285,Planter,instagram,48.17,1
2025-12-05,ord_1286,Serving Platter,instagram,106.55,1
2025-12-05,ord_1287,Serving Platter,instagram,89.37,0
2025-12-05,ord_1288,Ridge Vase,unknown,66.66,0
2025-12-05,ord_1289,Dinner Plate Set,unknown,157.49,0
2025-12-05,ord_1290,Sunset Mug,unknown,41.48,0
2025-12-05,ord_1291,Sunset Mug,direct,36.86,0
2025-12-05,ord_1292,Sunset Mug,direct,39.8,0
2025-12-05,ord_1293,Serving Platter,referral,75.78,1
2025-12-05,ord_1294,Butter Dish,instagram,37.67,0
2025-12-05,ord_1295,Speckled Bowl,instagram,57.04,0
2025-12-05,ord_1296,Sunset Mug,instagram,41.43,0
2025-12-05,ord_1297,Speckled Bowl,instagram,38.23,0
2025-12-05,ord_1298,Butter Dish,direct,40.44,0
2025-12-05,ord_1299,Serving Platter,instagram,79.15,0
2025-12-05,ord_1300,Ridge Vase,direct,63.83,0
2025-12-05,ord_1301,Ridge Vase,direct,68.16,0
2025-12-05,ord_1302,Ridge Vase,instagram,83.11,0
2025-12-05,ord_1303,Speckled Bowl,instagram,50.49,1
2025-12-05,ord_1304,Dinner Plate Set,instagram,151.15,1
2025-12-05,ord_1305,Espresso Cup Pair,referral,48.49,1
2025-12-05,ord_1306,Planter,direct,59.83,0
2025-12-05,ord_1307,Speckled Bowl,instagram,45.62,1
2025-12-05,ord_1308,Ridge Vase,direct,66.62,1
2025-12-05,ord_1309,Sunset Mug,direct,40.5,0
2025-12-05,ord_1310,Butter Dish,referral,45.23,0
2025-12-05,ord_1311,Butter Dish,instagram,29.7,1
2025-12-05,ord_1312,Serving Platter,referral,116.19,0
2025-12-06,ord_1313,Butter Dish,direct,36.95,0
2025-12-06,ord_1314,Ridge Vase,instagram,56.52,1
2025-12-06,ord_1315,Ridge Vase,instagram,74.48,0
2025-12-06,ord_1316,Espresso Cup Pair,direct,56.41,0
2025-12-06,ord_1317,Espresso Cup Pair,direct,46.12,0
2025-12-06,ord_1318,Dinner Plate Set,instagram,154.2,0
2025-12-06,ord_1319,Sunset Mug,instagram,48.87,0
2025-12-06,ord_1320,Planter,direct,53.88,0
2025-12-06,ord_1321,Espresso Cup Pair,referral,41.87,0
2025-12-06,ord_1322,Butter Dish,instagram,35.98,0
2025-12-06,ord_1323,Ridge Vase,instagram,78.64,1
2025-12-06,ord_1324,Serving Platter,direct,98.39,0
2025-12-06,ord_1325,Serving Platter,instagram,93.33,0
2025-12-06,ord_1326,Serving Platter,referral,103.34,1
2025-12-06,ord_1327,Dinner Plate Set,instagram,135.57,0
2025-12-06,ord_1328,Butter Dish,direct,44.63,1
2025-12-06,ord_1329,Butter Dish,unknown,39.32,1
2025-12-06,ord_1330,Butter Dish,direct,30.83,0
2025-12-06,ord_1331,Sunset Mug,instagram,40.47,1
2025-12-06,ord_1332,Butter Dish,unknown,34.12,1
2025-12-06,ord_1333,Butter Dish,unknown,43.05,0
2025-12-06,ord_1334,Sunset Mug,unknown,34.29,0
2025-12-06,ord_1335,Espresso Cup Pair,referral,39.49,0
2025-12-06,ord_1336,Sunset Mug,direct,42.37,0
2025-12-06,ord_1337,Butter Dish,referral,36.59,0
2025-12-06,ord_1338,Ridge Vase,direct,62.77,1
2025-12-06,ord_1339,Speckled Bowl,instagram,43.56,0
2025-12-06,ord_1340,Dinner Plate Set,direct,146.77,0
2025-12-06,ord_1341,Dinner Plate Set,referral,136.67,0
2025-12-06,ord_1342,Serving Platter,instagram,91.12,1
2025-12-06,ord_1343,Dinner Plate Set,referral,110.65,0
2025-12-06,ord_1344,Sunset Mug,direct,43.41,1
2025-12-06,ord_1345,Sunset Mug,instagram,32.78,0
2025-12-06,ord_1346,Dinner Plate Set,instagram,129.57,0
2025-12-06,ord_1347,Ridge Vase,referral,63.98,1
2025-12-06,ord_1348,Sunset Mug,direct,33.39,0
2025-12-06,ord_1349,Speckled Bowl,instagram,54.5,1
2025-12-06,ord_1350,Ridge Vase,direct,75.82,0
2025-12-06,ord_1351,Serving Platter,instagram,104.32,0
2025-12-06,ord_1352,Sunset Mug,instagram,47.58,1
2025-12-06,ord_1353,Planter,unknown,53.31,1
2025-12-06,ord_1354,Planter,instagram,59.39,0
2025-12-06,ord_1355,Dinner Plate Set,instagram,133.49,1
2025-12-06,ord_1356,Sunset Mug,direct,44.23,0
2025-12-06,ord_1357,Serving Platter,referral,90.18,1
2025-12-06,ord_1358,Butter Dish,direct,44.37,0
2025-12-06,ord_1359,Dinner Plate Set,referral,115.29,0
2025-12-06,ord_1360,Sunset Mug,direct,41.13,1
2025-12-06,ord_1361,Sunset Mug,referral,40.5,0
2025-12-06,ord_1362,Butter Dish,direct,40.62,0
2025-12-06,ord_1363,Ridge Vase,instagram,68.46,0
2025-12-06,ord_1364,Espresso Cup Pair,direct,40.38,0
2025-12-06,ord_1365,Dinner Plate Set,instagram,149.23,0
2025-12-06,ord_1366,Speckled Bowl,referral,56.31,0
2025-12-06,ord_1367,Planter,direct,62.71,1
2025-12-06,ord_1368,Speckled Bowl,direct,53.62,1
2025-12-06,ord_1369,Butter Dish,referral,43.58,1
2025-12-06,ord_1370,Speckled Bowl,referral,50.37,1
2025-12-06,ord_1371,Ridge Vase,instagram,72.16,1
2025-12-06,ord_1372,Planter,referral,55.85,0
2025-12-06,ord_1373,Ridge Vase,unknown,83.05,0
2025-12-07,ord_1374,Planter,referral,58.66,1
2025-12-07,ord_1375,Ridge Vase,instagram,79.42,0
2025-12-07,ord_1376,Speckled Bowl,direct,37.8,0
2025-12-07,ord_1377,Dinner Plate Set,unknown,155.14,0
2025-12-07,ord_1378,Dinner Plate Set,direct,112.17,0
2025-12-07,ord_1379,Speckled Bowl,unknown,53.04,1
2025-12-07,ord_1380,Serving Platter,instagram,117.25,0
2025-12-07,ord_1381,Speckled Bowl,direct,43.35,0
2025-12-07,ord_1382,Speckled Bowl,direct,39.49,0
2025-12-07,ord_1383,Serving Platter,instagram,105.79,0
2025-12-07,ord_1384,Dinner Plate Set,referral,106.68,0
2025-12-07,ord_1385,Dinner Plate Set,unknown,103.8,0
2025-12-07,ord_1386,Speckled Bowl,direct,41.64,1
2025-12-07,ord_1387,Dinner Plate Set,unknown,134.54,0
2025-12-07,ord_1388,Butter Dish,direct,36.24,1
2025-12-07,ord_1389,Butter Dish,instagram,32.82,0
2025-12-07,ord_1390,Dinner Plate Set,referral,119.74,1
2025-12-07,ord_1391,Sunset Mug,referral,42.04,0
2025-12-07,ord_1392,Sunset Mug,instagram,40.31,0
2025-12-07,ord_1393,Sunset Mug,unknown,46.5,0
2025-12-07,ord_1394,Dinner Plate Set,referral,128.2,0
2025-12-07,ord_1395,Speckled Bowl,instagram,48.84,0
2025-12-07,ord_1396,Serving Platter,instagram,115.42,0
2025-12-07,ord_1397,Butter Dish,instagram,37.59,1
2025-12-07,ord_1398,Ridge Vase,instagram,82.63,1
2025-12-07,ord_1399,Dinner Plate Set,direct,120.18,0
2025-12-07,ord_1400,Espresso Cup Pair,instagram,52.31,0
2025-12-07,ord_1401,Speckled Bowl,instagram,53.96,0
2025-12-07,ord_1402,Dinner Plate Set,direct,160.05,0
2025-12-07,ord_1403,Sunset Mug,direct,40.61,0
2025-12-07,ord_1404,Speckled Bowl,instagram,58.14,0
2025-12-07,ord_1405,Sunset Mug,direct,41.94,0
2025-12-07,ord_1406,Planter,referral,50.14,0
2025-12-07,ord_1407,Dinner Plate Set,direct,107.37,0
2025-12-07,ord_1408,Speckled Bowl,instagram,38.13,0
2025-12-07,ord_1409,Sunset Mug,direct,47.69,1
2025-12-07,ord_1410,Butter Dish,referral,37.9,0
2025-12-07,ord_1411,Speckled Bowl,referral,48.82,1
2025-12-07,ord_1412,Planter,instagram,41.67,1
2025-12-07,ord_1413,Planter,unknown,41.69,0
2025-12-07,ord_1414,Planter,instagram,52.99,1
2025-12-07,ord_1415,Butter Dish,unknown,30.81,1
2025-12-07,ord_1416,Planter,instagram,42.79,0
2025-12-07,ord_1417,Sunset Mug,instagram,32.7,0
2025-12-07,ord_1418,Ridge Vase,instagram,76.04,0
2025-12-07,ord_1419,Dinner Plate Set,direct,112.74,0
2025-12-07,ord_1420,Sunset Mug,instagram,41.33,1
2025-12-07,ord_1421,Planter,referral,55.61,1
2025-12-07,ord_1422,Butter Dish,instagram,45.19,0
2025-12-07,ord_1423,Espresso Cup Pair,direct,55.54,0
2025-12-07,ord_1424,Sunset Mug,referral,49.43,1
2025-12-07,ord_1425,Speckled Bowl,referral,45.83,0
2025-12-07,ord_1426,Sunset Mug,instagram,32.89,0
2025-12-07,ord_1427,Sunset Mug,instagram,34.47,0
2025-12-07,ord_1428,Serving Platter,instagram,83.95,0
2025-12-07,ord_1429,Butter Dish,direct,38.71,1
2025-12-07,ord_1430,Serving Platter,instagram,99.11,0
2025-12-07,ord_1431,Serving Platter,instagram,109.2,0
2025-12-07,ord_1432,Dinner Plate Set,instagram,114.66,1
2025-12-07,ord_1433,Speckled Bowl,instagram,42.75,1
2025-12-07,ord_1434,Speckled Bowl,direct,51.12,0
2025-12-07,ord_1435,Ridge Vase,referral,82.88,0
2025-12-07,ord_1436,Butter Dish,direct,44.7,1
2025-12-07,ord_1437,Espresso Cup Pair,instagram,48.54,1
2025-12-07,ord_1438,Serving Platter,referral,111.51,1
2025-12-07,ord_1439,Dinner Plate Set,direct,102.94,0
2025-12-07,ord_1440,Butter Dish,instagram,31.78,1
2025-12-07,ord_1441,Dinner Plate Set,direct,123.24,0
2025-12-08,ord_1442,Ridge Vase,instagram,58.66,0
2025-12-08,ord_1443,Serving Platter,instagram,81.49,0
2025-12-08,ord_1444,Sunset Mug,direct,40.37,0
2025-12-08,ord_1445,Speckled Bowl,referral,56.83,1
2025-12-08,ord_1446,Planter,referral,42.53,0
2025-12-08,ord_1447,Speckled Bowl,direct,43.5,1
2025-12-08,ord_1448,Speckled Bowl,unknown,48.11,1
2025-12-08,ord_1449,Ridge Vase,direct,71.4,1
2025-12-08,ord_1450,Planter,referral,52.17,1
2025-12-08,ord_1451,Sunset Mug,instagram,51.27,0
2025-12-08,ord_1452,Serving Platter,instagram,77.96,0
